============================== SRIM-2013.00 ==============================
==============================================================================
===== TRIMOUT.txt: File of Transmitted / Backscattered / Sputtered Atoms =====
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom, B= Backscattered Ion, T= Transmitted Ion.   =
=  Col.#2: Ion Number, Col.#3: Z of atom leaving, Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target, Y,Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.                                   =
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.=  H(1 MeV) ==> SiO2 - quartz (ICRU-245)(  2 um) ============
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T 2355  1 .9189681E+06   2000219E-02  .5675E+02  .5271E+01   .9999589  .0090199  .0009330
T 2356  1 .9050562E+06   2000157E-02  .5903E+02 -.1662E+02   .9999524  .0092829  .0029943
T 2357  1 .9106625E+06   2000067E-02 -.5886E+02  .9527E+02   .9998639 -.0145877  .0077042
T 2358  1 .9239862E+06   2000090E-02  .1366E+03  .4360E+02   .9998799  .0059809  .0143003
T 2359  1 .9108752E+06   2000055E-02  .2216E+02  .7028E+02   .9999893  .0040653  .0021854
T 2360  1 .9099930E+06   2000059E-02 -.6462E+02  .1464E+02   .9999439 -.0105162  .0012940
T 2361  1 .9132106E+06   2000160E-02 -.5340E+02 -.3414E+02   .9999533 -.0081445 -.0052065
T 2362  1 .9151492E+06   2000240E-02 -.1897E+03 -.5667E+03   .9982937  .0311041 -.0494194
T 2363  1 .9076664E+06   2000146E-02  .3727E+03  .6646E+02   .9991324  .0402813  .0105770
T 2364  1 .9071239E+06   2000088E-02 -.1124E+03  .1575E+03   .9998235 -.0173582  .0071837
T 2365  1 .9222675E+06   2000242E-02 -.1860E+03  .9680E+02   .9996328 -.0138877  .0232674
T 2366  1 .9138848E+06   2000109E-02  .9536E+01 -.3318E+02   .9999009 -.0140616 -.0006870
T 2367  1 .9059089E+06   2000121E-02 -.7554E+02 -.1814E+02   .9999804 -.0046391  .0041995
T 2368  1 .9023088E+06   2000188E-02  .1565E+03  .5232E+03   .9988771  .0153970  .0448055
T 2369  1 .9066756E+06   2000225E-02  .1275E+03 -.1110E+03   .9999332  .0115044  .0010935
T 2370  1 .9095369E+06   2000239E-02 -.1710E+03 -.2964E+02   .9999176 -.0127459 -.0015139
T 2371  1 .9145796E+06   2000036E-02 -.7846E+02  .1430E+03   .9998689 -.0140021  .0081280
T 2372  1 .9124993E+06   2000224E-02  .1524E+02 -.8369E+02   .9999534  .0037887 -.0088793
T 2373  1 .9066945E+06   2000114E-02  .7182E+02  .1380E+03   .9998539  .0154772  .0072580
T 2374  1 .9054863E+06   2000216E-02  .9775E+02  .1046E+03   .9997995  .0197953  .0030023
T 2375  1 .9135697E+06   2000076E-02 -.7934E+02 -.5297E+02   .9998608 -.0132589 -.0101267
T 2376  1 .9117674E+06   2000031E-02  .3352E+01  .1770E+03   .9994447 -.0052468  .0329056
T 2377  1 .9133004E+06   2000230E-02  .7699E+02  .2967E+02   .9993992  .0267726  .0220084
T 2378  1 .9153796E+06   2000127E-02  .4352E+02  .2630E+02   .9999294  .0072749 -.0093977
T 2379  1 .9044334E+06   2000218E-02 -.7049E+02 -.4835E+02   .9999336 -.0094461 -.0066077
T 2380  1 .9205452E+06   2000210E-02  .9772E+02 -.2218E+02   .9999230  .0124096  .0001745
T 2381  1 .9128046E+06   2000127E-02  .9465E+02  .4372E+02   .9999857 -.0017425  .0050478
T 2382  1 .9000616E+06   2000168E-02 -.3888E+02  .1429E+02   .9999604 -.0077231  .0044108
T 2383  1 .9091122E+06   2000156E-02  .1043E+03 -.3577E+02   .9999488  .0060447  .0081157
T 2384  1 .9000648E+06   2000006E-02  .1668E+02  .4813E+03   .9990169 -.0033940  .0442013
T 2385  1 .9126750E+06   2000240E-02 -.1825E+03  .1635E+02   .9998117 -.0187614 -.0049657
T 2386  1 .9160901E+06   2000226E-02 -.1049E+03  .3592E+02   .9999556 -.0094273  .0000655
T 2387  1 .9162978E+06   2000221E-02  .1057E+03  .4310E+02   .9999912  .0018613 -.0037497
T 2388  1 .9172234E+06   2000029E-02  .4075E+02 -.1040E+03   .9999923  .0003926 -.0039086
T 2389  1 .9053263E+06   2000095E-02 -.4857E+02  .1220E+03   .9998763 -.0091219  .0128113
T 2390  1 .9173827E+06   2000056E-02 -.5799E+02  .1423E+03   .9995665 -.0223154  .0192057
T 2391  1 .9046271E+06   2000001E-02 -.1205E+02 -.2860E+03   .9996320  .0121056 -.0242752
T 2392  1 .9109580E+06   2000121E-02 -.1414E+03 -.1292E+03   .9966913  .0219686 -.0782551
T 2393  1 .9207188E+06   2000055E-02  .1815E+03  .1403E+01   .9995072  .0311381  .0039640
T 2394  1 .9145702E+06   2000166E-02 -.6791E+02  .3492E+02   .9995844 -.0142983  .0250325
T 2395  1 .9103255E+06   2000042E-02  .2172E+03 -.2904E+03   .9988327  .0335117 -.0347891
T 2396  1 .9098495E+06   2000006E-02  .3939E+02  .9603E+02   .9999580 -.0062792  .0066752
T 2397  1 .9179393E+06   2000091E-02  .1622E+03  .4452E+02   .9999649  .0083664 -.0004562
T 2398  1 .9019064E+06   2000235E-02 -.3807E+02  .1008E+03   .9999623 -.0003999  .0086722
T 2399  1 .9197742E+06   2000059E-02 -.9190E+02 -.6694E+01   .9999781 -.0064496 -.0014840
T 2400  1 .9126476E+06   2000200E-02 -.1815E+03 -.2742E+03   .9995061 -.0228822 -.0215384
T 2401  1 .9005171E+06   2000204E-02 -.2321E+03  .5284E+02   .9996439 -.0262096  .0050073
T 2402  1 .9162843E+06   2000219E-02  .6587E+01 -.4694E+02   .9999728  .0042407  .0060300
T 2403  1 .9063116E+06   2000131E-02 -.2251E+03  .9140E+01   .9998984 -.0066456  .0126109
T 2404  1 .9057563E+06   2000146E-02 -.2529E+02 -.1031E+03   .9998733 -.0159056 -.0006526
T 2405  1 .9142388E+06   2000061E-02  .8816E+02  .5286E+02   .9996898  .0183141  .0168807
T 2406  1 .9127804E+06   2000142E-02  .6816E+02 -.6813E+01   .9999709  .0075446 -.0010954
T 2407  1 .9029248E+06   2000141E-02  .7350E+02 -.3318E+02   .9999982 -.0018539 -.0004131
T 2408  1 .9198341E+06   2000029E-02 -.8762E+01  .7108E+02   .9998974  .0050527  .0134011
T 2409  1 .9095811E+06   2000010E-02  .1131E+02  .1019E+03   .9999224 -.0110639  .0057302
T 2410  1 .9099145E+06   2000024E-02  .3004E+02 -.2503E+00   .9999176  .0007771 -.0128154
T 2411  1 .9148094E+06   2000204E-02  .1323E+03 -.8220E+02   .9999760  .0006937 -.0068973
T 2412  1 .9058948E+06   2000070E-02  .2618E+02 -.9360E+02   .9997936 -.0200432  .0033166
T 2413  1 .9108982E+06   2000205E-02 -.1604E+03  .2326E+02   .9998083 -.0177339 -.0082939
T 2414  1 .9122354E+06   2000145E-02  .8079E+02 -.1949E+02   .9999897  .0039754 -.0021847
T 2415  1 .9054076E+06   2000061E-02  .5608E+02 -.1895E+02   .9998779  .0154714 -.0021800
T 2416  1 .9206008E+06   2000028E-02  .4013E+02  .5294E+02   .9999855 -.0038711  .0037412
T 2417  1 .9076726E+06   2000167E-02 -.3285E+02 -.1068E+02   .9999659 -.0035545  .0074510
T 2418  1 .9121457E+06   2000221E-02  .1279E+03 -.7696E+01   .9999289  .0093059 -.0074520
T 2419  1 .9089725E+06   2000005E-02  .1173E+03  .3525E+01   .9998261  .0165502  .0085988
T 2420  1 .9159512E+06   2000041E-02  .1223E+03  .1017E+03   .9999811  .0058132 -.0020151
T 2421  1 .9239214E+06   2000064E-02  .7294E+02 -.8237E+02   .9999847  .0036398  .0041771
T 2422  1 .9189536E+06   2000185E-02  .4021E+03 -.3262E+02   .9994923  .0317858  .0021993
T 2423  1 .9097916E+06   2000109E-02 -.1258E+03  .7227E+02   .9998829 -.0028948  .0150258
T 2424  1 .9104125E+06   2000126E-02  .4748E+02  .6945E+02   .9999757  .0065017 -.0025226
T 2425  1 .9152022E+06   2000089E-02 -.7551E+02  .1268E+02   .9999189 -.0111516  .0061447
T 2426  1 .9130684E+06   2000035E-02 -.4804E+02 -.1006E+03   .9998998 -.0037911 -.0136364
T 2427  1 .9123135E+06   2000001E-02 -.1670E+02  .5164E+00   .9999857 -.0053403 -.0000832
T 2428  1 .9070604E+06   2000100E-02 -.4253E+02  .2465E+02   .9998919  .0069025  .0129834
T 2429  1 .9120948E+06   2000129E-02  .6227E+02 -.1825E+02   .9999177  .0000727 -.0128255
T 2430  1 .9034117E+06   2000096E-02  .1115E+03 -.7836E+02   .9997814 -.0015565 -.0208516
T 2431  1 .9041947E+06   2000146E-02  .4354E+02 -.3959E+02   .9999565  .0020130 -.0091100
T 2432  1 .9182278E+06   2000237E-02 -.1417E+03  .2396E+02   .9999087 -.0134179 -.0016096
T 2433  1 .9241012E+06   2000132E-02 -.1585E+03 -.1179E+02   .9998580 -.0144164  .0087275
T 2434  1 .9094238E+06   2000170E-02  .2038E+02 -.1287E+03   .9999487 -.0043918 -.0091318
T 2435  1 .9098640E+06   2000005E-02  .1144E+03 -.9113E+02   .9996557  .0207092 -.0161100
T 2436  1 .9097880E+06   2000152E-02  .4264E+02  .7039E+02   .9998242  .0066990  .0175154
T 2437  1 .9095241E+06   2000060E-02 -.3505E+02  .3217E+02   .9999397 -.0091145  .0061239
T 2438  1 .9170212E+06   2000112E-02  .9723E+02  .1669E+01   .9999590  .0079217 -.0043941
T 2439  1 .9136326E+06   2000009E-02  .7961E+02 -.4038E+02   .9999082  .0134786  .0013651
T 2440  1 .9042064E+06   2000232E-02 -.9645E+02  .4445E+02   .9998822 -.0120610  .0094883
T 2441  1 .8969929E+06   2000183E-02 -.4227E+02 -.8911E+01   .9997934 -.0197746  .0047077
T 2442  1 .9166731E+06   2000071E-02 -.2926E+02 -.1269E+03   .9994828 -.0045448 -.0318346
T 2443  1 .9222028E+06   2000229E-02  .5462E+02 -.9106E+02   .9998861  .0144387 -.0044011
T 2444  1 .9044832E+06   2000041E-02 -.1055E+03  .1108E+03   .9998886 -.0130511  .0072464
T 2445  1 .9162631E+06   2000162E-02  .8168E+02 -.2739E+03   .9998950  .0058556 -.0132585
T 2446  1 .9051424E+06   2000227E-02  .3238E+03  .1036E+03   .9992753  .0319752  .0206529
T 2447  1 .9142001E+06   2000162E-02  .2844E+02 -.2549E+02   .9996760  .0253195  .0026124
T 2448  1 .9103951E+06   2000192E-02 -.6686E+01 -.2153E+02   .9999854 -.0034718 -.0041343
T 2449  1 .9022960E+06   2000107E-02  .1872E+02 -.1048E+03   .9998740  .0079713 -.0137281
T 2450  1 .9169753E+06   2000135E-02  .1215E+03 -.9403E+02   .9998419  .0173833  .0037499
T 2451  1 .9039944E+06   2000220E-02 -.1174E+03 -.1104E+03   .9995092 -.0168167 -.0264310
T 2452  1 .9113394E+06   2000216E-02  .8004E+02 -.6422E+02   .9999611 -.0061059 -.0063658
T 2453  1 .9058406E+06   2000128E-02 -.7550E+02  .1323E+03   .9999060 -.0068949  .0118517
T 2454  1 .9192100E+06   2000054E-02 -.4628E+02 -.8415E+02   .9999742 -.0067790 -.0023854
T 2455  1 .9105904E+06   2000085E-02  .2934E+02  .2624E+03   .9993027  .0197717  .0316719
T 2456  1 .9068528E+06   2000066E-02  .5863E+02 -.2908E+02   .9999778  .0027546 -.0060714
T 2457  1 .9012007E+06   2000159E-02  .3894E+03 -.1796E+03   .9990225  .0414505 -.0153622
T 2458  1 .9080320E+06   2000025E-02 -.9321E+02 -.9951E+02   .9998505 -.0163979 -.0054780
T 2459  1 .9117826E+06   2000140E-02  .5927E+02 -.1683E+02   .9999721  .0062717 -.0040622
T 2460  1 .9079631E+06   2000148E-02 -.2410E+02  .4347E+02   .9999800 -.0025515  .0057910
T 2461  1 .9131063E+06   2000129E-02 -.7870E+02 -.1489E+02   .9998601 -.0119450 -.0117107
T 2462  1 .9023101E+06   2000132E-02  .3023E+03  .2403E+03   .9971326  .0297181  .0695947
T 2463  1 .9170988E+06   2000118E-02 -.1210E+03 -.2854E+02   .9999561 -.0076244 -.0054443
T 2464  1 .9037292E+06   2000133E-02  .1064E+03  .1116E+03   .9997755  .0110390  .0180831
T 2465  1 .9114471E+06   2000157E-02  .2112E+02 -.7856E+02   .9998979 -.0025229 -.0140646
T 2466  1 .9160257E+06   2000073E-02  .7277E+02 -.3709E+03   .9997609 -.0022752 -.0217487
T 2467  1 .9246361E+06   2000210E-02  .5155E+02 -.7750E+02   .9995649 -.0281818  .0087075
T 2468  1 .9115165E+06   2000216E-02  .2626E+02 -.2767E+02   .9998780 -.0134811 -.0078916
T 2469  1 .9238314E+06   2000095E-02  .2231E+03 -.2197E+02   .9997803  .0203840 -.0048809
T 2470  1 .9073421E+06   2000240E-02  .4759E+02 -.2700E+02   .9999491  .0098453  .0022234
T 2471  1 .9150673E+06   2000003E-02  .1226E+02 -.2855E+02   .9999282 -.0081834 -.0087532
T 2472  1 .9127841E+06   2000230E-02  .4536E+02 -.6266E+02   .9996039  .0173448  .0221629
T 2473  1 .9047115E+06   2000212E-02  .6765E+02  .1829E+03   .9999545  .0016189  .0094046
T 2474  1 .9075830E+06   2000236E-02  .1335E+02  .1934E+03   .9998132 -.0055277  .0185220
T 2475  1 .9062781E+06   2000123E-02 -.4096E+02 -.9353E+02   .9998331 -.0042271 -.0177738
T 2476  1 .9087655E+06   2000080E-02 -.4469E+02 -.1292E+03   .9996430 -.0113473 -.0241878
T 2477  1 .9107784E+06   2000180E-02  .3508E+02 -.2091E+02   .9999756  .0047375 -.0051282
T 2478  1 .9131066E+06   2000195E-02 -.1301E+03  .4600E+02   .9999787 -.0047995  .0044215
T 2479  1 .9128908E+06   2000106E-02  .7148E+02 -.9185E+02   .9998372 -.0027973 -.0178270
T 2480  1 .9143082E+06   2000058E-02 -.9733E+02 -.1973E+02   .9999737 -.0039589  .0060776
T 2481  1 .9134168E+06   2000021E-02 -.6092E+02 -.7124E+02   .9999744 -.0071119  .0007720
T 2482  1 .9017591E+06   2000155E-02 -.7039E+01 -.5455E+02   .9998679 -.0162477 -.0004270
T 2483  1 .9129452E+06   2000203E-02  .2545E+02  .8156E+02   .9998869  .0091792  .0119175
T 2484  1 .9073232E+06   2000176E-02 -.6806E+01  .1594E+03   .9998505  .0034410  .0169446
T 2485  1 .9020385E+06   2000175E-02  .1607E+02 -.3201E+02   .9999873  .0045527  .0021609
T 2486  1 .9028202E+06   2000095E-02 -.1483E+03 -.2849E+03   .9999304  .0111873 -.0037513
T 2487  1 .9161715E+06   2000243E-02 -.1937E+03 -.6632E+02   .9998749 -.0115548  .0107989
T 2488  1 .9139112E+06   2000192E-02  .7895E+02  .1722E+03   .9999262  .0054576 -.0108538
T 2489  1 .9010744E+06   2000139E-02  .5581E+01  .6427E+02   .9999860 -.0049037  .0019653
T 2490  1 .8992076E+06   2000006E-02  .6850E-01  .8298E+02   .9998758  .0036222  .0153363
T 2491  1 .9113247E+06   2000133E-02 -.3259E+02 -.1307E+03   .9999108 -.0005751 -.0133459
T 2492  1 .8990950E+06   2000153E-02 -.1785E+03 -.1697E+03   .9992756 -.0307714 -.0223908
T 2493  1 .9131809E+06   2000184E-02  .4688E+02  .5640E+02   .9998681  .0004398  .0162342
T 2494  1 .9169500E+06   2000132E-02 -.1130E+03  .1306E+03   .9999353 -.0050037  .0102169
T 2495  1 .9232396E+06   2000112E-02  .1806E+03 -.2637E+02   .9998773  .0026889 -.0154350
T 2496  1 .9153370E+06   2000150E-02 -.3363E+02  .5204E+02   .9998767 -.0123717  .0096692
T 2497  1 .9087212E+06   2000172E-02 -.1290E+03  .1004E+03   .9991343 -.0366996  .0195923
T 2498  1 .9118682E+06   2000011E-02  .6663E+02  .7229E+02   .9999624  .0049482  .0071234
T 2499  1 .9177198E+06   2000152E-02 -.2800E+02  .1744E+02   .9999818  .0040595 -.0044591
T 2500  1 .9028574E+06   2000236E-02 -.1444E+02  .3543E+02   .9999756  .0048727 -.0050144
T 2501  1 .9125188E+06   2000205E-02  .5012E+02  .7130E+02   .9999978  .0010733 -.0018210
T 2502  1 .8988444E+06   2000231E-02 -.1287E+03 -.3513E+02   .9999896 -.0038986 -.0023768
T 2503  1 .9042715E+06   2000000E-02 -.5706E+02 -.1790E+03   .9998265 -.0134176 -.0129185
T 2504  1 .9156426E+06   2000092E-02 -.5328E+03 -.1940E+02   .9966347 -.0818141 -.0050625
T 2505  1 .9076119E+06   2000151E-02  .2635E+02 -.4091E+02   .9999072 -.0021512 -.0134540
T 2506  1 .9090240E+06   2000239E-02 -.9852E+02 -.1775E+03   .9998077 -.0100180 -.0168606
T 2507  1 .9065683E+06   2000238E-02 -.1447E+03 -.1003E+03   .9999337 -.0114412 -.0012777
T 2508  1 .9122203E+06   2000073E-02  .2400E+02  .5246E+02   .9997309 -.0007185  .0231877
T 2509  1 .8956768E+06   2000037E-02  .1554E+03 -.9034E+01   .9998975  .0124911  .0069997
T 2510  1 .9013327E+06   2000235E-02  .4066E+01 -.1374E+03   .9998729  .0040142 -.0154299
T 2511  1 .9083145E+06   2000241E-02 -.4982E+02  .1332E+03   .9997842 -.0092779  .0185862
T 2512  1 .9065226E+06   2000146E-02  .3948E+02 -.1701E+03   .9997019  .0029607 -.0242347
T 2513  1 .9116335E+06   2000173E-02  .3733E+03  .3800E+01   .9995390  .0287739  .0096899
T 2514  1 .9097067E+06   2000038E-02  .4979E+02  .5893E+02   .9999418  .0062336  .0088058
T 2515  1 .9034225E+06   2000128E-02 -.1036E+03 -.8444E+02   .9998759 -.0107533 -.0115109
T 2516  1 .9072246E+06   2000227E-02  .1667E+03 -.4896E+02   .9997820  .0184643 -.0097443
T 2517  1 .9063427E+06   2000145E-02  .8058E+01 -.2863E+02   .9998652  .0163948  .0008652
T 2518  1 .9047540E+06   2000225E-02  .6419E+02  .1216E+03   .9997954  .0058748  .0193568
T 2519  1 .9057831E+06   2000232E-02  .1166E+03 -.2883E+02   .9998339  .0136925 -.0120321
T 2520  1 .9052403E+06   2000119E-02  .6244E+02  .8022E+02   .9999042  .0111725  .0081691
T 2521  1 .9085016E+06   2000232E-02 -.5626E+01  .1232E+03   .9996437 -.0025744  .0265663
T 2522  1 .9074450E+06   2000001E-02  .1718E+02 -.4172E+02   .9999015 -.0134674 -.0039490
T 2523  1 .9150785E+06   2000039E-02 -.3993E+03 -.4633E+03   .9978191 -.0512046 -.0416547
T 2524  1 .9120884E+06   2000001E-02  .2282E+03  .9634E+02   .9993406  .0278650  .0232782
T 2525  1 .9090480E+06   2000150E-02 -.4083E+02 -.1080E+03   .9999725 -.0039119 -.0062960
T 2526  1 .8958127E+06   2000025E-02 -.4676E+02  .2293E+03   .9998675 -.0052645  .0154047
T 2527  1 .9154360E+06   2000235E-02  .6298E+02 -.1242E+03   .9999716  .0027415 -.0070225
T 2528  1 .9200360E+06   2000055E-02  .1140E+03 -.5744E+02   .9999290  .0107176  .0052077
T 2529  1 .9040877E+06   2000010E-02  .1948E+03 -.2571E+02   .9996773  .0251948  .0032359
T 2530  1 .9152657E+06   2000231E-02 -.5669E+02  .2996E+02   .9999915  .0039188 -.0012753
T 2531  1 .9120789E+06   2000076E-02 -.1495E+03 -.1191E+02   .9998738 -.0158510 -.0010950
T 2532  1 .9182062E+06   2000196E-02 -.2790E+02 -.5684E+02   .9999272 -.0069689 -.0098492
T 2533  1 .9107656E+06   2000120E-02  .1354E+01  .9767E+02   .9996845 -.0088682  .0234987
T 2534  1 .9049434E+06   2000064E-02  .5143E+02  .6142E+01   .9997054  .0234027  .0064383
T 2535  1 .9107775E+06   2000047E-02  .1461E+03 -.1229E+03   .9998238  .0070769 -.0173837
T 2536  1 .9055965E+06   2000190E-02 -.8317E+02  .1145E+03   .9999043  .0105980  .0088956
T 2537  1 .9142300E+06   2000232E-02 -.1116E+03  .7610E+02   .9998545 -.0107267 -.0132613
T 2538  1 .9198840E+06   2000110E-02 -.1699E+03  .9712E+02   .9999096 -.0132813  .0020968
T 2539  1 .9058411E+06   2000174E-02 -.8822E+02  .5962E+01   .9999143 -.0130895 -.0001635
T 2540  1 .9055018E+06   2000162E-02  .5202E+02  .1609E+02   .9998136  .0192907 -.0008342
T 2541  1 .9236201E+06   2000174E-02  .6762E+02 -.1184E+03   .9997486  .0202755 -.0095698
T 2542  1 .9099696E+06   2000178E-02 -.3794E+02  .1581E+01   .9999760  .0069178  .0003303
T 2543  1 .9176438E+06   2000087E-02 -.1183E+03  .1054E+03   .9997870 -.0021342  .0205271
T 2544  1 .9014585E+06   2000086E-02 -.1927E+02 -.8998E+02   .9996084  .0030788 -.0278122
T 2545  1 .9064748E+06   2000149E-02  .2196E+02 -.8046E+01   .9999950 -.0024142 -.0020195
T 2546  1 .9077275E+06   2000150E-02 -.1462E+03 -.3829E+02   .9995258 -.0304816 -.0043576
T 2547  1 .9135909E+06   2000096E-02 -.1581E+03 -.8077E+02   .9996501 -.0168938 -.0203553
T 2548  1 .9055563E+06   2000200E-02 -.3919E+02  .1486E+02   .9999979  .0020574  .0001584
T 2549  1 .9079587E+06   2000202E-02 -.1233E+03 -.7298E+02   .9999091 -.0134468  .0010141
T 2550  1 .9055687E+06   2000046E-02  .8652E+02 -.6930E+02   .9998934  .0141074 -.0037554
T 2551  1 .9097488E+06   2000082E-02 -.8881E+02  .3118E+02   .9998270 -.0177833  .0054570
T 2552  1 .9128648E+06   2000152E-02 -.1749E+03  .1048E+03   .9997755 -.0194520  .0083974
T 2553  1 .9208735E+06   2000195E-02 -.5629E+02  .1762E+02   .9999681  .0052977 -.0059813
T 2554  1 .9156661E+06   2000097E-02 -.1063E+03  .6598E+02   .9999445 -.0003927  .0105316
T 2555  1 .9128216E+06   2000097E-02 -.1047E+03 -.1191E+03   .9996569 -.0109578 -.0237896
T 2556  1 .9064614E+06   2000226E-02 -.1249E+03 -.1300E+02   .9999484 -.0091770  .0043665
T 2557  1 .9170023E+06   2000205E-02 -.6487E+02  .6149E+02   .9998148 -.0172848  .0084561
T 2558  1 .9172867E+06   2000196E-02  .2325E+02 -.1224E+03   .9997019  .0027083 -.0242649
T 2559  1 .9053467E+06   2000077E-02 -.1632E+04  .6782E+03   .9933220 -.1073789  .0422037
T 2560  1 .9131216E+06   2000243E-02  .9535E+01 -.1237E+02   .9999602  .0004569 -.0089118
T 2561  1 .9082107E+06   2000209E-02  .5076E+02  .5943E+02   .9998983  .0085625 -.0114075
T 2562  1 .9027251E+06   2000116E-02  .9466E+02 -.7658E+02   .9998294  .0122711 -.0138087
T 2563  1 .9024977E+06   2000213E-02 -.1619E+03  .3982E+02   .9998083 -.0192846  .0033936
T 2564  1 .9104033E+06   2000161E-02  .2587E+03  .5174E+02   .9995103  .0309921  .0043222
T 2565  1 .9029800E+06   2000227E-02  .8471E+02 -.2529E+03   .9997189  .0112309 -.0208818
T 2566  1 .9189647E+06   2000047E-02  .7297E+02  .1275E+03   .9999076 -.0006372  .0135798
T 2567  1 .8995321E+06   2000214E-02 -.2462E+03  .3411E+01   .9999416 -.0081044  .0071425
T 2568  1 .9121663E+06   2000048E-02 -.1126E+02  .6492E+02   .9999039  .0117387 -.0073746
T 2569  1 .9074072E+06   2000236E-02  .5926E+02  .1490E+03   .9976160  .0646950  .0240171
T 2570  1 .9126403E+06   2000121E-02 -.4997E+02 -.6093E+03   .9981217 -.0223921 -.0570234
T 2571  1 .9123595E+06   2000183E-02  .3572E+02 -.6435E+02   .9999834  .0021574 -.0053489
T 2572  1 .9132493E+06   2000161E-02 -.5891E+01  .5428E+02   .9999999 -.0001977 -.0002629
T 2573  1 .9136497E+06   2000084E-02 -.2437E+01  .7349E+02   .9998931 -.0034598  .0142028
T 2574  1 .9079644E+06   2000013E-02 -.8810E+02 -.6143E+02   .9999653 -.0055146 -.0062389
T 2575  1 .9122332E+06   2000007E-02  .8268E+02  .4334E+02   .9999110  .0090246  .0098247
T 2576  1 .9108583E+06   2000007E-02  .4981E+01  .5637E+02   .9999873  .0035119 -.0036154
T 2577  1 .9063990E+06   2000125E-02  .6833E+02  .3322E+01   .9998343  .0155135  .0095253
T 2578  1 .9072284E+06   2000196E-02  .2231E+02  .1506E+03   .9993392 -.0052014  .0359744
T 2579  1 .9012084E+06   2000210E-02  .9704E+02 -.5443E+02   .9998781  .0123265 -.0095830
T 2580  1 .9058814E+06   2000014E-02  .1775E+03  .1492E+03   .9996573  .0158956  .0207978
T 2581  1 .9087592E+06   2000029E-02 -.4797E+02  .1481E+03   .9997784 -.0045653  .0205524
T 2582  1 .9101711E+06   2000046E-02 -.8246E+00  .1344E+03   .9997756 -.0175398  .0118818
T 2583  1 .9023846E+06   2000149E-02 -.6732E+02  .8843E+02   .9999212 -.0047452  .0116254
T 2584  1 .9061844E+06   2000113E-02  .2355E+02  .2736E+02   .9999858  .0041588  .0033374
T 2585  1 .9090019E+06   2000178E-02 -.1507E+03  .9654E+02   .9999729 -.0057053  .0046522
T 2586  1 .9055823E+06   2000211E-02  .8863E+02 -.1476E+03   .9999222 -.0014094 -.0123966
T 2587  1 .9053945E+06   2000005E-02  .3508E+02  .1401E+03   .9998621 -.0012329  .0165604
T 2588  1 .8970048E+06   2000037E-02 -.3839E+03 -.4831E+02   .9997473 -.0223792 -.0021125
T 2589  1 .9199393E+06   2000076E-02  .1423E+03  .1169E+03   .9998156  .0160058  .0106063
T 2590  1 .9033414E+06   2000015E-02  .4519E+02 -.3355E+03   .9993078  .0037667 -.0370101
T 2591  1 .9109075E+06   2000108E-02 -.5934E+01  .8096E+01   .9990736  .0381932  .0198281
T 2592  1 .9088749E+06   2000093E-02 -.6235E+01  .2215E+02   .9999995 -.0006809 -.0007675
T 2593  1 .9172920E+06   2000159E-02 -.2948E+02 -.8852E+02   .9999759 -.0037941 -.0058115
T 2594  1 .8950768E+06   2000084E-02 -.5060E+02  .9457E+01   .9999921 -.0007363  .0038972
T 2595  1 .9173540E+06   2000239E-02  .9088E+02  .5714E+02   .9988836  .0406777  .0240183
T 2596  1 .9088613E+06   2000039E-02  .2884E+02  .3361E+02   .9998721 -.0020196  .0158621
T 2597  1 .9115674E+06   2000065E-02 -.1803E+03  .5638E+02   .9997480 -.0224485 -.0000145
T 2598  1 .9147076E+06   2000142E-02 -.4730E+02 -.1017E+03   .9999094 -.0084528 -.0104720
