,"Energy, MeV","IFlux, cm-2"
364,6.636749953497885,588306382478.6736
365,6.713682942335057,584213897892.7089
366,6.791507735867732,580102938398.1642
367,6.8702346718668315,575973756671.7522
368,6.949874207938386,571826613395.3466
369,7.030436922912644,567661777323.4468
370,7.111933518249313,563520873525.1329
371,7.194374819459073,559604785036.3857
372,7.277771777541569,555670989823.1351
373,7.362135470440075,551719729094.0118
374,7.447477104513029,547751251715.01227
375,7.5338080160226015,543765814274.31305
376,7.62113967264055,539763681144.6156
377,7.709483674971504,535745124542.90576
378,7.798851758093928,531710424587.4887
379,7.889255793118925,527659869352.1965
380,7.980707788767144,523593754917.612
381,8.073219892963921,519790922572.1784
382,8.166804394452948,516045829171.9661
383,8.261473724428635,512284776401.0386
384,8.357240458187388,508508014671.27405
385,8.454117316798039,504715801800.6494
386,8.552117168791645,500908403066.65955
387,8.65125303187084,497086091257.0314
388,8.751538074639054,493249146717.61725
389,8.852985618349727,489397857397.35175
390,8.955609138675838,485532518890.1386
391,9.05942226749994,481819107692.6074
392,9.164438794724905,478215814503.93945
393,9.270672670105718,474598168928.5999
394,9.378138005102468,470966431661.2563
395,9.486849074754828,467320870581.8045
396,9.596820319578258,463661760797.3385
397,9.708066347482221,459989384681.1735
398,9.820601935710574,456304031908.81433
399,9.934442032804501,452605999490.7342
400,10.049601760588192,448929398868.31696
401,10.16609641617754,445285398088.09265
402,10.283941474012089,441629250209.9087
403,10.403152587910588,437961263302.0448
404,10.523745593150343,434281752736.77277
405,10.645736508570678,430591041208.3461
406,10.769141538700776,426889458747.21515
407,10.893977075912199,423177342730.32526
408,11.020259702596338,419481536021.0407
409,11.14800619336713,415914792839.6721
410,11.277233517289288,412337559531.7578
411,11.407958840132354,408750162413.0864
412,11.540199526650948,405152934904.4723
413,11.673973142891326,401546217533.61615
414,11.809297458524787,397930357932.7958
415,11.946190449208078,394305710832.2902
416,12.08467029897118,390869521870.3437
417,12.224755402632745,387549477082.80817
418,12.366464368243573,384219638196.0674
419,12.509816019558375,380880308444.4041
420,12.654829398536217,377531797677.13983
421,12.801523767869925,374174422360.69495
422,12.949918613544842,370808505576.7987
423,13.100033647427194,367434377016.7267
424,13.251888809882564,364052372971.4434
425,13.405504272424556,360662836317.5303
426,13.560900440394322,357266116498.7967
427,13.718097955671057,353862569503.446
428,13.877117699413947,350452557836.6761
429,14.037980794835892,347100652538.64197
430,14.200708610009393,343950684979.0979
431,14.365322760704942,340793287272.6632
432,14.53184511326234,337628778263.3231
433,14.70029778749529,334457482933.79193
434,14.870703159629645,331279732385.1551
435,15.043083865275728,328095863812.2915
436,15.217462802435163,324906220474.9351
437,15.393863134542416,321711151664.30304
438,15.572308293541742,318511012665.1541
